2020-04-04,11:32:59,Another special thank you goes out to @Tesla for a donation of Medtronic invasive ventilators to NYC Health + Hospitals/Lincoln #inTheBronx.  https://t.co/BH9SSj4Bbw,1.0,4076.0
11/16/21,20:18:46,"Elon Musk sold a total of 933,191 $TSLA shares today as part of his broader 10% sell off plan.   Elon has now sold a total of about 8.23M shares meaning he's about 48.5% through all his selling. At this rate, Elon will be done selling his planned 17.1M shares next week.",0,1787.0
2022-04-03,08:38:47,"My $TSLA PT remains $1,600 over 6-12 mos. WS 2022 ests should increase by 20%+ ($12.80 vs $10.60 est). Global EV adoption is soaring. TSLA capacity is doubling as Berlin/Austin ramp. CT will signific expand TSLA TAM in the same way M-Y did in 2020. TSLA is gushing FCF. Stay long.",2.0,1211.0
1/24/2022,0:27:58,What’s your thoughts on the differences? Very minor in my mind. @Tesla kept it true to its form. Can not wait to take delivery! @elonmusk  let’s get these shipping in 22’  https://t.co/d6AdasctSy,1,1740.0
2020-08-20,17:51:08,Tesla's market cap is now higher than Walmart.  Sales... Tesla: $26 billion Walmart: $542 billion  Net Income... Tesla: $368 million Walmart: $18 billion  $TSLA $WMT  Chart/Data via @ycharts  https://t.co/fYVmEwGUPo,1.0,1403.0
2020-05-10,11:07:21,.@tesla is an ice and super car killer. @elonmusk literally made an affordable way to destroy cars that I used to dream of owning.  https://t.co/lESphNfepM,1.0,1221.0
2020-12-06,19:05:01,I’m happy to join the Tesla community today! Bought my first $TSLA shares in 2016 and sold them to get a Model Y. Thank you @Tesla and @elonmusk. Never going back to fossil fuels  https://t.co/Ya5NRzvQz5,1.0,1382.0
2020-04-23,20:16:22,@billycrammer @FlaTesla @Tesla 👍,1.0,2062.0
2020-03-10,00:36:30,Excited to announce that I'll be working on the autopilot team @Tesla this summer! @elonmusk 🚗🎉,1.0,3569.0
2/1/2022,21:35:36,"Jim Cramer: “Even after all these years, Tesla doesn’t have much meaningful competition. Its cars still well everywhere. The fact that @ElonMusk can sell out in China &amp; will almost certainly sell out in Berlin is nothing short of incredible. I think he’s the best there is.” $TSLA  https://t.co/4j9dbW4Ly9",2,2845.0
11/26/21,10:26:48,Tesla waives over € 1 billion in battery production subsidy for Giga Berlin. $TSLA  My take: Tesla won't take subsidies they don't need even if they could get them — It's all about accelerating the world's transition to sustainable energy &amp; integrity. 🙌   https://t.co/p2J7YcSOE7,2,3444.0
12/1/21,5:11:43,I’m struck by the naïveté by seasoned investment pros who argue $TSLA is overpriced based on current P/E. Every finance student knows value is a function of future discounted cash flows. Those who ignore TSLA’s 50% future expected cash flow growth as EV adoption soars are idiots.,2,2219.0
2020-11-11,05:40:27,"Hola @tuSEAT, que @Tesla us vol dir una cosa en català.",1.0,1165.0
2020-10-21,22:40:18,This is absolutely incredible what is coming with the FSD BETA! @Tesla gave me the OK to post this on social media. One day soon we will be having self driving cars... so excited to be part of this movement! ❤️ This is part of the development UI and not final release..sneak peek!  https://t.co/vSnkw1rFKa,1.0,1398.0
2022-04-07,09:31:40,Phil LeBeau: “Look at the U.S. EV market share … You know what name you don’t see there? General Motors! They only delivered a little over 400 EVs!” ⚡️🇺🇸 $GM $TSLA #Tesla #EV @elonmusk  https://t.co/9jmB5L1kGw,1.0,1003.0
2/8/2022,14:45:18,"President Biden has finally acknowledged $TSLA, calling it the nation's largest EV manufacturer",1,2053.0
2022-04-03,09:22:51,NOT investing in Tesla is the biggest mistake you could make in your investing journey.   $TSLA #Tesla,2.0,924.0
2020-12-08,08:34:11,"Everyone needs to keep perspective.A $5B $TSLA secondary is less than 1% dilution,  and was not unexpected. Mathematically, it implies a &lt;1% drop in TSLA price.  It helps take some air out of the speculative balloon and lessens the downside post inclusion. Trust @elonmusk.",1.0,1308.0
2020-04-07,02:29:35,@rknapp_12 @Tesla @thirdrowtesla Coming soon,1.0,4986.0
2/23/2022,14:04:17,Are you buying this $TSLA dip?,0,1800.0
2020-08-02,00:48:39,@NatalCicuto @Tesla @Kristennetten @TeslaForThe_Win Working on it,1.0,12060.0
12/29/21,12:53:15,New York City Approves $12.4 Million for Tesla Police Cars $TSLA,2,2159.0
2020-07-23,07:57:03,@tomosman @Tesla Absolutely,1.0,4581.0
2020-05-09,22:22:59, https://t.co/X9dzVXLBLx,1.0,46678.0
1/15/2022,19:03:47,@DriveTeslaca @Tesla Fixing this is a high priority,1,8509.0
2022-04-09,11:23:08, https://t.co/OEhtqvIVA4,1.0,6357.0
11/1/21,12:35:49,Talk through your Tesla using the Tesla app,1,13600.0
10/30/21,17:20:57,Who likes my Tesla Bull pumpkin?? $TSLA @elonmusk @WholeMarsBlog @Kristennetten #ToTheMoon  https://t.co/QGRd2xyAs0,1,1221.0
2022-04-07,11:43:16,"With 10yrTY now at 2.63% following release of Fed minutes laying out faster pace of tightening, Fed hawkishness is overshadowing $TSLA Cyber Rodeo event for now.  Still expect Elon’s speech tonight to be viewed bullishly: Two factories ramping, CT coming, Shanghai update.",2.0,944.0
1/28/2022,12:20:45,"$TSLA delaying cybertruck is just common sense.: launching cybertruck now would be 100% cannibalistic to ramping MY, as Tesla could not meet MY demand, even putting all resources on it. Therefore better to wait and do a latter, better Cybertruck, and focus on MY in the meantime.",1,2505.0
1/27/2022,5:29:03,$TSLA revisions chart is a huge anomaly that won’t persist. @MartinViecha @elonmusk  https://t.co/TUGtUMucyM,1,1794.0
11/21/21,17:20:18,The bottom 1% of humanity...  $TSLA,2,1790.0
1/26/2022,17:37:03,"Elon Musk said Tesla $TSLA expects its growth to be ""Comfortably"" over 50% in 2022",2,1333.0
2020-07-02,14:30:16,"Tesla Q2 2020 Vehicle Production &amp; Deliveries | Tesla, Inc.  https://t.co/hgJDXLWmBg",1.0,18199.0
11/7/21,19:02:43,I’m going down with the ship. Not selling a single share. HODL 😂 $TSLA,0,1137.0
2020-10-15,19:32:05,Had the worst @Tesla service experience this week. I scheduled an appointment from the app. Several days later mobile service came to my house. They swapped my summer for winter tires then left. I payed through the app. So outraged. #TeslaServiceIssues,0.0,1680.0
12/1/21,23:02:04,"More $TSLA stock traded on that day than any stock has ever been traded in a single trading day in history. Average volume right now is 22 million. Volume on Dec 21, 2020 was 222,126,200 lol.",2,2098.0
2020-06-10,10:06:01,Whooo hooo. Tesla $1000 !!! It’s party time! $tsla  https://t.co/YHVW0ZVCkd,2.0,1075.0
2020-09-22,17:06:52,Tesla Battery Day starts now!,1.0,14865.0
1/26/2022,17:36:21,“It makes us a real company at this point.” —@elonmusk (on the milestone of $TSLA cumulative losses (“accumulated deficit”) since the company was founded flipping to positive profitability (“retained earnings”) in Q4 2021),1,1494.0
2/27/2022,1:58:46,"Happy Birthday to the MAN, the MYTH, the LEGEND @Erdayastronaut!! Thank you for everything you do for the @SpaceX + @Tesla + @elonmusk Community!!  https://t.co/gkBkzHFyBh",1,1592.0
3/1/2022,18:54:01,$TSLA has secured a lithium supply agreement with Core Lithium for 2023-2026,1,1477.0
11/5/21,10:32:20,Retweet If U Want @Tesla To Accept $Shib!!👍💯,1,7710.0
2020-06-21,04:21:47,I want this in production now!! Such a work of art. @tesla @elonmusk  https://t.co/EAOEh5TgA0,1.0,14985.0
10/31/21,21:06:03,"I have read code that is supposedly from Tesla servers, this code allows functionality for @Tesla to accept $SHIB as payment.",1,9308.0
2020-09-01,06:10:48,"$TSLA reminds me of $QCOM in the late 90s. The question people are asking is: After a 1300% rally in 15-months, can Telsa's stock go higher?  Well, Qualcom rallied 4000% in a little over a year. Tesla has a classic blowoff chart, but no one knows what price will mark the top.",1.0,1436.0
12/9/21,15:00:34,⚠️BREAKING:⚠️  I will soon officially be an investor in the most innovative private company in the world:   🚀SpaceX🚀  $TSLA #Tesla,2,2093.0
2020-12-20,13:53:39,"Regarding @elonmusk, buying #Bitcoin  with $TSLA treasuries would be great protection against short sellers. Not a bad insurance policy...",1.0,1030.0
11/26/21,18:41:49,"Tesla is serious about safety.  I landed in autopilot jail on a long i5 free way drive (which is easy to do) and I am now unable to access FSD beta for a week.  Obviously I don’t like that it happened to me but I get it, @Tesla @elonmusk are taking use of #FSDBeta seriously 👏🏻  https://t.co/O0GyQwPz4u",1,1324.0
11/3/21,17:41:19,BREAKING: NORMAN AND WILSON RAISE THEIR 6-12 MO $TSLA PT TO $3000,2,1524.0
2020-12-07,14:47:57,Imagine not already owning $TSLA and having to buy at S&amp;P 500 inclusion.,1.0,1475.0
11/1/21,13:47:52,"I get it now…. If $TSLA does a 20:1 split, GLJ can keep his $67 price target.",2,2999.0
2020-12-07,23:21:39,"The people are voting:  Climate change is winning and will soon be more important than social networking, search and mobile phones.   $TSLA",1.0,5298.0
1/19/2022,4:07:55,This has to be bullish. $tsla  https://t.co/no4SXw440R,1,3327.0
1/25/2022,16:07:49,"I'm confused @gm, @tesla sold almost 1m EV's this year, you'll overtake them by selling 1m a year in 2025?  https://t.co/i773TYi8az",1,1824.0
1/29/2022,22:08:49,"Tesla's REAL Secret Master Plan:  1. Convert world to sustainable energy (generation, storage &amp; supply) 2. Dramatically expand global economy  3. While doing above, also solve AGI  Don't tell anyone.  @elonmusk  $TSLA #Tesla #TeslaBot #AGI",1,2378.0
12/28/21,22:11:49,Elon now officially done selling shares of $tsla as predicted. Green day tomorrow.,2,1495.0
3/2/2022,11:37:32,Hey @elonmusk - finished the tesla tequila yesterday. Can we get another batch made? Thanks. @NosotrosTequila #tesla $tsla,1,1479.0
3/2/2022,9:43:42,The average American will save $5000 a year owning a EV. It’s that simple. That’s just gas cost. #tesla $tsla,1,4915.0
12/27/21,11:44:14,Tesla Model Q concept 🤍✨  @Tesla @elonmusk 📷: sugardesign_1  https://t.co/0jEyK23WaA,1,1582.0
2020-06-20,22:00:53,"@aikatchu @Tesla Cool, lmk what we can do to improve the product, especially vehicle software/firmware, app &amp; overall interaction with Tesla, as these changes can immediately improve the entire fleet",1.0,26955.0
11/15/21,14:16:29,TESLA MODEL X🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍  📷:unknown @Tesla @elonmusk  https://t.co/1UbO3RhsCE,1,7166.0
2022-04-07,15:53:00,Extremely bullish on $TSLA. The other EV manufacturers are doomed! @elonmusk @WholeMarsBlog,2.0,1258.0
1/16/2022,15:19:34,Just to note. There has not been one accident or injury since FSD beta launch. Not one. Not a single one. In that time 20k people have died on the road in car accidents. Correct @elonmusk ? (Knock on wood) #tesla $tsla,1,10669.0
1/27/2022,14:01:39,"I have great respect for @GM &amp; @Ford transitioning their companies to EVs but the repeated inability for @JoeBiden to recognize @Tesla, as well as @Rivian &amp; @LucidMotors demonstrates the stranglehold money has on politics – Our government reports to Lobbies &amp; Unions not people.",1,1764.0
2022-03-23,10:49:42,The TECHNOKING is a conjurer of the future. @elonmusk @Tesla $TSLA  @WholeMarsBlog  https://t.co/nz5pMmsQLD,1.0,3473.0
2022-04-07,10:58:12,The media interest in the cyber rodeo is huge. Tesla didn’t invite anyone from traditional media so I’ll be reporting here on Elons twitter channel. Will be coordinating with my media friends. Lots to come today. #tesla $tsla,1.0,1496.0
2020-09-12,22:22:16,Rumor: MIC 🇨🇳 Model 3 to be equipped with:  New steering wheel Center console 2.0 (whatever this means) New headlights and tail lights Power lift trunk Chrome delete Octovalve Double layer glass for better noise isolation‼️  The pace of improvement at @Tesla is just mindblowing  https://t.co/K2NQLQOFfY,1.0,1157.0
2022-04-04,12:01:52,My last five $TSLA purchases. Thank you $TSLAQ for your contributions.  https://t.co/YJcc8vNWHd,1.0,589.0
2020-11-29,11:13:37,How to become a millionaire:  1. Be a Billionaire  2. Short Tesla  $TSLA $TSLAQ,1.0,2915.0
2020-05-17,18:16:40,"If you're a @Tesla worker, we'd love to chat.  https://t.co/Lf27lBIHxw",1.0,4239.0
2020-07-13,09:42:22,To the Moon is out dated..  Tesla $TSLA To da Mars 🚀🟠  https://t.co/9L2akctkcb,2.0,12947.0
11/17/21,17:23:19,"Latest on the EV credit in the House $1.75T BBB Act: $TSLA buyers will get instant $8K EV rebate for M3s &lt;$55K and M-Ys &lt; $80K if AGI doesn’t exceed $250K for indivs or $500K for couples. Sen Manchin will likely kill the $4,500 bonus for union-made EVs.  https://t.co/efWxktcD9t",2,1411.0
2022-04-08,00:36:33,"This is what Wall Street is going to be salivating over from Elon’s presentation:   “We are going to move to just truly, massive scale. A scale that no company has ever achieved in the history of humanity.”  - Elon  $TSLA #Tesla  https://t.co/Hqhfo4zMLh",2.0,2646.0
1/26/2022,16:29:44,"$TSLA numbers: impressive ASP, comfortable beat on gross margins again (and as expected.) Nearly $3bn FCF. BUT WHAT ARE THEY GOING TO DO WITH ALL THIS CASH??",1,1734.0
2020-11-19,06:59:55,My $TSLA story. 1) Kids buy me Ashlee Vance’s Elon book. 2)I notice a Tesla store &amp; go in out of curiosity. Take a test drive. 3) I Buy a Tesla. 4) I buy $TSLA. 5)Friends &amp; family buy Tesla and $TSLA. 6) We all love our Tesla. 7) None of us are selling $TSLA. Good luck S&amp;P funds.,1.0,1957.0
2/11/2022,15:06:13,"I might be a little weanie baby, but I bought 600 shares of $TSLA in the dippy dip dip today. $TSLA is no less revolutionary at $857. Recession or invasion in #Ukraine would give us even juicier discounts, though.",0,3405.0
2022-04-07,09:54:31,HAPPY CYBER RODEO DAY!! @Tesla  https://t.co/BweomCw4Bs,1.0,2666.0
2/28/2022,4:20:43,"I've owned a Tesla model Y for almost a year now, and I've barely been to the gas station in that year, and I'm not concerned about the price of gasoline going up or down, which feels very good.🤣🤣 $TSLA #tesla",1,1307.0
1/27/2022,19:56:23,"2/ These poor sods a live in windowless box, can’t see or even IMAGINE what might be outside.  FSD is worth trillions: one of the biggest disruptions in history.  Tesla bot will merely scale the global economy by multiple orders of magnitude while solving AGI.  $TSLA @elonmusk",1,2113.0
11/6/21,16:59:54,Elon could move 5% of his tesla stock into a donor advised fund for charity and deduct it. And then pay much less taxes. I think he is trying to pay more taxes however. #tesla $tsla,1,2169.0
2020-04-04,07:19:38,Charging my Tesla. For Free.  No more gas stations for me. $TSLA  https://t.co/gZS12H77qk,1.0,1692.0
2022-03-24,16:25:47,"Many don’t need to work because of $tsla, but many choose to work for $tsla. Few understand this",1.0,1760.0
12/21/21,4:30:50,I want a massive green day for $TSLA. Who is with me? 🙋‍♂️,2,1871.0
2020-10-03,09:42:48,For anyone who thinks $TSLA is overvalued: it isn't priced on where it's been; it's priced on where it's going.  https://t.co/gBiULsdNWt,1.0,1144.0
10/31/21,17:17:11,"@SawyerMerritt @Tesla By definition, since I own ~20% of Tesla, ~80% of stock gains necessarily went to investors &amp; employees!",2,29965.0
1/28/2022,16:51:00,Giga Shanghai continues to be our main export hub  https://t.co/a9QB3oCmvv,1,5995.0
2022-04-08,15:34:05,"Financial Analyst and Youtuber Kevin Paffrath on $TSLA: “I think in the next two years, we’re probably going to get between five and 10 new gigafactories, and that’s hugely bullish for Tesla investors.”  https://t.co/P4sqVVRbpD",2.0,1395.0
11/27/21,3:31:20,"Tesla paid it’s debts and changed the game for the entire auto industry while also allowing their patents to be open sourced, their CEO paid taxes &amp; doesn’t need a bailout. Meanwhile… $tsla    https://t.co/liu869cap7",2,5956.0
